消費品項,class
晶典小品-黑糖奶酪,食/乳品類
焙烏龍鮮奶,食/乳品類
統一木瓜牛奶,食/乳品類
統一木瓜牛乳,食/乳品類
統一多多牛奶,食/乳品類
統一多多活菌發酵乳牛奶口味,食/乳品類
統一多多活菌發酵乳草莓口味,食/乳品類
瑞穗全脂鮮奶,食/乳品類
瑞穗低脂鮮乳,食/乳品類
瑞穗鮮奶低脂,食/乳品類
瑞穗鮮乳-全脂,食/乳品類
瑞穗鮮乳-全脂鮮乳,食/乳品類
瑞穗鮮乳-低脂鮮乳,食/乳品類
瑞穗鮮乳低脂,食/乳品類
瑞穗蘋果牛奶,食/乳品類
福樂Q果葡萄奇異果優酪,食/乳品類
福樂一番鮮鮮乳,食/乳品類
福樂超能蛋白營養牛乳堅果可可,食/乳品類
嫩仙草凍奶,食/其它
香吉士芭樂果汁飲料,食/其它
小肉豆,食/其它
元進莊薑母鴨,食/其它
PH9.0鹼性離子水,食/其它
台鹽海洋鹼性離子水,食/其它
早美紅茶,食/其它
厚燒玉子,食/其它
博客Q肉丁德國香腸香蒜,食/其它
滿漢小香腸,食/其它
【OOHA】氣泡飲 水蜜桃烏龍茶 易開罐,食/其它
【OOHA】氣泡飲 柚子海鹽 易開罐,食/其它
【OOHA】氣泡飲 檸檬蜂蜜口味易開罐,食/其它
【PH9.0】鹼性離子水,食/其它
左岸咖啡館-無加糖拿鐵咖啡,食/其它
左岸咖啡館奶茶,食/其它
冰蜂蜜奶茶,食/其它
原萃鐵觀音,食/其它
泰山純水,食/其它
純喫茶紅茶,食/其它
21Plus椒香胡麻雞肉麵沙拉,食/其它
21Plus義式烤雞堅果沙拉,食/其它
AW口香糖極酷,食/其它
Energy Time機能凍飲_元氣PLUS,食/其它
Energy Time機能凍飲_電解質PLUS,食/其它
FIJI斐濟天然礦泉水,食/其它
ＦＩＮ補給飲料,食/其它
ＦＭＣ天然水,食/其它
ＦＭＣ日月潭紅玉紅茶,食/其它
ＦＭＣ古早味紅茶,食/其它
ＦＭＣ四季春青茶,食/其它
FMC旨味日式綠,食/其它
FMC芒果冰茶,食/其它
ＦＭＣ玫瑰蜂蜜水,食/其它
ＦＭＣ金萱二十七,食/其它
FMC葡萄柚綠茶,食/其它
ＦＭＣ蜂蜜水,食/其它
FMC翡翠檸檬茶,食/其它
FMC樂多綠茶,食/其它
FMC橙柚百香綠茶,食/其它
ＦＭＣ濃醇馥列白,食/其它
ＦＭＣ薰衣草蜂蜜水,食/其它
ＦＭＣ檸檬氣泡水,食/其它
ＦＭＣ鹼性離子水,食/其它
Homeal x 石二鍋 爆香石頭鍋,食/其它
KIRIN午後紅茶-奶茶,食/其它
KIRIN冰結調酒-華麗白葡萄,食/其它
咖啡拿鐵,食/其它
M＆Ms牛奶糖衣巧克力,食/其它
芒果綠茶,食/其它
北海道牛奶巧酥雪糕,食/其它
OG 柳橙綠茶,食/其它
OREO冰炫風,食/其它
百香綠茶,食/其它
SCR小農雪點鮮奶茶,食/其它
SL莊園拿鐵,食/其它
ＹＯＩ鹼性水,食/其它
一本有機石榴紅康普茶,食/其它
一番抹茶鮮奶茶,食/其它
三起司熱狗,食/其它
三得利白色沙瓦,食/其它
三得利微醉雞尾酒-梅酒蘇打,食/其它
阿華田拿鐵,食/其它
珍珠紅茶拿鐵,食/其它
特濃經典拿鐵,食/其它
大吸館寒天冬瓜檸檬ＱＱ,食/其它
大臣賞冠軍茶匠焙茶鮮奶茶,食/其它
焙茶拿鐵,食/其它
小農雪點鮮奶茶,食/其它
中祥地瓜酥原味,食/其它
零卡可樂,食/其它
元氣有理綜合B群,食/其它
午后時光重乳可可奶茶,食/其它
午后時光重乳奶茶,食/其它
午后時光重乳茉莉綠奶茶,食/其它
太妃奶茶,食/其它
太和殿大骨煲湯,食/其它
手採阿里山金萱,食/其它
手採紅茶,食/其它
日本DYDO世界一無糖黑咖啡,食/其它
日本大雷神巧克力餅乾,食/其它
日本幸之香草莓迷你泡芙,食/其它
日式巧克力泡芙,食/其它
木瓜牛奶霜淇淋,食/其它
比菲多減糖纖維,食/其它
水語乳酸菌飲料,食/其它
水蠻牛維他命Ｂ補給飲料,食/其它
火腿洋芋沙拉,食/其它
牛奶口味霜淇淋,食/其它
牛奶雪糕,食/其它
卡士達麻糬泡芙,食/其它
卡迪那95°C北海道風味薯條,食/其它
卡迪那德州薯條茄汁口味,食/其它
古早味濃紅茶,食/其它
古道梅子綠茶瓶,食/其它
可口奶滋隨手分享包,食/其它
可口雪碧,食/其它
可可布朗冰炫風,食/其它
可可紅茶,食/其它
可可脆片莎莎,食/其它
可可瑪奇朵,食/其它
可可歐雷,食/其它
可爾必思,食/其它
可樂,食/其它
台啤微醺芭樂蓮霧,食/其它
台鹽海洋鹼性水,食/其它
四季春青茶,食/其它
四神湯,食/其它
奶蓋烏龍茶,食/其它
左岸咖啡館拿鐵咖啡,食/其它
左岸咖啡館無加糖拿鐵,食/其它
左岸無加糖拿鐵,食/其它
巧克力QQ球,食/其它
巧克力可可,食/其它
巧克力可可碎片奶,食/其它
巧克力威化餅,食/其它
巧克力軟餅乾,食/其它
巧克力麻糬泡芙,食/其它
巧酥白巧克力雪糕,食/其它
札幌味噌鍋,食/其它
玉米濃湯,食/其它
甘蔗菁茶,食/其它
甘蔗綠茶,食/其它
生巧克力派—雙層巧克力口味,食/其它
生活芒果泥紅茶,食/其它
生活良好壽喜燒醬,食/其它
生活泡沫綠茶,食/其它
白玉歐蕾,食/其它
白葡萄ＱＱ糖巧克力球,食/其它
北海鱈魚香絲-細,食/其它
立頓奶茶,食/其它
立頓巧克力奶,食/其它
立頓英式奶茶,食/其它
立頓原味奶茶,食/其它
立頓琥珀紅茶,食/其它
仲夏芒果冰沙,食/其它
伊藤園綠茶,食/其它
光泉冰釀紅茶,食/其它
光泉茉香柚茶,食/其它
光泉茉莉茶園-蜜茶,食/其它
光泉茉莉蜜茶,食/其它
光泉蘋果紅茶,食/其它
全家Fami霜淇淋,食/其它
冰火葡萄伏特加,食/其它
冰奶香蜂蜜甜梨風味紅茶,食/其它
巧克力可可歐蕾,食/其它
珍珠椰果四季春,食/其它
黑糖珍珠撞奶,食/其它
蜂蜜紅茶,食/其它
福吉茶那堤,食/其它
冰蜜柚紅茶,食/其它
醇濃抹茶那堤,食/其它
檸檬紅茶,食/其它
冰鎮芭樂綠茶,食/其它
冰鎮葡萄鮮冰茶,食/其它
冰鎮檸檬紅茶,食/其它
吃果籽-檸檬愛玉吸凍飲,食/其它
多喝水鹼性竹炭水,食/其它
百事可樂,食/其它
百香果綠茶,食/其它
百香翡翠冰茶,食/其它
肉球葡萄波堤,食/其它
自然主意米厘胡椒蔥蘇打餅,食/其它
自然主意奇亞籽鑽石鹽藍藻蔥餅,食/其它
芋頭牛奶霜淇淋,食/其它
芝士奶蓋春烏龍,食/其它
芝士奶蓋焙烏龍,食/其它
老實人紅茶,食/其它
老叢鐵觀音,食/其它
伯朗絲絨奶茶,食/其它
伯爵可可奶蓋雪糕,食/其它
伯爵核桃軟餅乾片,食/其它
完熟蔬菜番茄,食/其它
杜老爺脆皮巧克,食/其它
每朝健康-雙纖綠茶,食/其它
每朝健康綠茶,食/其它
芬達橘子易開罐,食/其它
芭樂霜淇淋,食/其它
芭樂檸檬綠茶,食/其它
貝納頌特濃拿鐵,食/其它
阿里山金萱,食/其它
阿里山蜜柚烏龍,食/其它
阿奇儂Ｘ鮮乳坊白巧克力戀乳雪糕,食/其它
阿奇儂雪糕,食/其它
冷泡茶冰釀烏龍,食/其它
乳酪熱狗捲,食/其它
京都抹茶,食/其它
味丹冬瓜茶,食/其它
味丹多喝水,食/其它
味丹青草茶,食/其它
岩紅厚奶茶,食/其它
岩燒海苔洋芋片,食/其它
招牌紅奶茶,食/其它
旺家補給水飲,食/其它
昂舒巴黎伯爵奶蓋泡芙,食/其它
杯裝經典１１７咖啡霜淇淋,食/其它
果漾蘋果風味蘇打飲料,食/其它
油切蕎麥茶,食/其它
波力小隊棉花糖,食/其它
波士頓提拉米蘇,食/其它
波的多洋芋片蚵仔煎辣味口味,食/其它
波蜜極品紅茶,食/其它
玫瑰蜜香茶那堤,食/其它
耶誕可可波堤,食/其它
耶誕抹茶波堤,食/其它
耶誕蘋果波堤,食/其它
英式奶茶,食/其它
英式奶綠,食/其它
英式紅茶,食/其它
茉莉卡布奇諾-全糖,食/其它
茉莉茶園－蜜茶,食/其它
茉莉茶園金橙紅柚茉莉茶,食/其它
茉莉茶園蜜茶,食/其它
茉莉茶園蜜蘋香橙伯爵茶,食/其它
青菜豆腐蛋花湯,食/其它
青檸烏龍,食/其它
金莎,食/其它
金牌台灣啤酒,食/其它
金黃芝士熱狗,食/其它
金蜜紅茶,食/其它
易口舒勁爽薄荷錠,食/其它
保力達檸檬—C片,食/其它
勇伯地瓜酥-原味,食/其它
南投翠峰冷泡茶,食/其它
品客大阪章魚燒,食/其它
品客手羽先風味,食/其它
哈尼午茉綠霜淇淋,食/其它
哈瑞寶鈕扣Q軟糖,食/其它
思樂冰,食/其它
政泰 無籽冰心話梅,食/其它
星巴克咖啡,食/其它
活益比菲多-綠茶多酚,食/其它
活益比菲多減糖配方,食/其它
珍珠奶茶,食/其它
珍珠芝麻歐蕾,食/其它
皇家拿鐵,食/其它
﻿紅牛能量飲料,食/其它
紅玉紅茶,食/其它
紅玉茶香那堤,食/其它
紅茶花伝皇家紅,食/其它
紅茶拿鐵,食/其它
美式冰咖啡,食/其它
美式黑咖啡,食/其它
草莓巧克力波堤,食/其它
草莓厚奶茶,食/其它
荔枝冰茶凍飲,食/其它
香草卡士達泡芙,食/其它
香草酷奶昔,食/其它
香濃牛奶鍋,食/其它
香濃叻沙鍋,食/其它
香濃蒜味鍋,食/其它
柳丁綠茶,食/其它
柳橙檸檬綠茶,食/其它
茶裏王日式無糖綠茶,食/其它
茶裏王日式綠茶,食/其它
茶裏王台式綠茶,食/其它
茶裏王伯爵紅茶,食/其它
茶裏王英式紅茶,食/其它
健酪乳酸原味,食/其它
健酪乳酸飲料,食/其它
原味本舖麥仔茶,食/其它
原味肉肉鍋,食/其它
原萃日式綠茶,食/其它
原萃冷萃日式深蒸綠茶,食/其它
原萃冷萃春笠青茶,食/其它
原萃烏龍茶,食/其它
原萃綠茶-玉露,食/其它
原萃錫蘭無糖紅茶,食/其它
夏日冰柚冷萃,食/其它
家常起司隨口脆,食/其它
悅氏麥仔茶,食/其它
悅氏礦泉水,食/其它
拿鐵咖啡,食/其它
拿鐵鮮奶咖啡,食/其它
泰山仙草蜜,食/其它
泰山冰鎮水果,食/其它
泰山冰鎮葡萄鮮冰茶,食/其它
泰山冰鎮檸檬紅,食/其它
泰勒伯爵鮮奶茶,食/其它
泰濃郁!奶茶風味霜淇淋,食/其它
特選馥郁那堤,食/其它
粉角冬瓜茶,食/其它
粉角紅茶,食/其它
粉粿桂花檸檬,食/其它
粉粿黑糖奶茶,食/其它
純喫茶芭樂綠茶,食/其它
純喫茶綠茶,食/其它
純喫茶鮮柚綠茶,食/其它
純喫茶檸檬綠茶,食/其它
脆脆巧克力波堤,食/其它
起司Q彈球,食/其它
起司牛奶鍋,食/其它
高山烏龍茶,食/其它
高粱酒,食/其它
烈日火山紅茶,食/其它
張君雅五香海苔,食/其它
張君雅日式串燒,食/其它
盛香珍花生煎餅,食/其它
盛香珍海鹽焦糖千層酥,食/其它
蛋捲冰淇淋,食/其它
雀巢茶品檸檬茶,食/其它
麥香錫蘭奶茶,食/其它
御茶園冰釀麥萃麥茶,食/其它
御茶園冰釀綠茶,食/其它
御茶園特上紅茶,食/其它
御茶園特撰日式綠茶,食/其它
御茶園特撰冰釀綠茶,食/其它
御茶園麥萃麥茶,食/其它
御茶園極生茶,食/其它
斯里蘭卡錫蘭紅茶,食/其它
晶英藥膳排骨湯,食/其它
最完美手沖泰奶,食/其它
森永果汁果實冰,食/其它
森永嗨啾軟糖,食/其它
椒麻香辣熱狗,食/其它
椪糖奶霜紅茶,食/其它
極品限定巧克力,食/其它
極酷嗆涼冰炫薄荷超值包,食/其它
極酷嗆涼重量包,食/其它
焙烏龍奶茶,食/其它
無籽冰梅肉,食/其它
焦香椪糖四季春,食/其它
統一PH9‧0鹼性離子水,食/其它
統一ＰＨ９鹼性離子水,食/其它
統一UNI water純水,食/其它
統一布丁霜淇淋,食/其它
統一生機新纖蕎麥餅,食/其它
統一香腸蒜味,食/其它
統一麥香奶茶,食/其它
舒跑Energy能量飲料,食/其它
舒跑運動飲料,食/其它
舒跑鹼性離子水,食/其它
飲冰室茶集烏龍奶茶,食/其它
飲冰室茶集綠奶茶,食/其它
黃金蕎麥奶茶,食/其它
黑丸古早味紅茶凍,食/其它
黑面蔡古早紅茶,食/其它
黑森林波士頓派,食/其它
奧利奧奇寶巧克力雙,食/其它
奧利奧原味夾心餅乾,食/其它
微醉白色沙瓦雞尾酒,食/其它
微醉乳酸雞尾酒,食/其它
微醉梅酒蘇打,食/其它
微醉雞尾酒白色沙瓦,食/其它
微醉雞尾酒乳酸,食/其它
愛之味寒天檸檬,食/其它
新貴派-花生,食/其它
煙燻鮭魚光合沙拉,食/其它
經典１１７咖啡霜淇淋,食/其它
經典五桐茶,食/其它
經典台灣啤酒,食/其它
經典原味熱狗,食/其它
經典原味鍋,食/其它
經典黑炫牛奶酷繽沙,食/其它
經典瑪格莉特 ,食/其它
義美仙草甘茶,食/其它
義美無糖台灣四季春,食/其它
義美葡萄QQ糖巧克球,食/其它
義美酸梅湯,食/其它
義美錫蘭紅茶,食/其它
蒜香胡椒鍋,食/其它
蒜香綜合滷味,食/其它
蜂蜜茶,食/其它
蜂蜜烏龍茶,食/其它
蜂蜜檸檬,食/其它
誠意奶茶,食/其它
農搾芭樂綜合飲,食/其它
農搾柳丁綜合果茶,食/其它
農搾檸檬飲,食/其它
樺達奶茶,食/其它
樺達硬喉糖,食/其它
蜜柚紅茶,食/其它
蜜蜂故事館蜂蜜檸檬水,食/其它
蜜糖巧克力波堤,食/其它
酸奶洋蔥爆米花,食/其它
酸辣湯,食/其它
養樂多300發酵,食/其它
養樂多青茶,食/其它
鳳梨酥,食/其它
鳳梨煎茶,食/其它
綠豆沙牛奶,食/其它
綠茶凍五桐奶茶,食/其它
綠茶擂茶,食/其它
精選英式紅拿,食/其它
澳洲蔗糖,食/其它
澳洲糖蜜,食/其它
熟成紅茶歐蕾,食/其它
熟稱歐蕾,食/其它
熱狗蛋沙拉,食/其它
熱厚濃靜岡抹茶拿鐵,食/其它
熱黑糖珍珠撞奶,食/其它
黎花院蘇打餅泡菜風味,食/其它
樂事九州岩燒海苔洋芋片,食/其它
樂事自然美味海鹽口味洋芋片,食/其它
樂事自然美味薄切地瓜原味,食/其它
樂事美國經典原味洋芋片,食/其它
橋村辣醬熱狗,食/其它
濃萃美式冰咖啡,食/其它
濃萃拿鐵冰咖啡,食/其它
濃韻烏龍茶,食/其它
燒仙草,食/其它
錫蘭紅茶,食/其它
鴛鴦鍋,食/其它
韓樂燒酒,食/其它
鮮乳脆皮泡芙,食/其它
龍角散喉糖,食/其它
檸檬春烏龍,食/其它
檸檬風味紅茶,食/其它
雙倍OR冰炫風,食/其它
懷舊冰沙,食/其它
蘋果派,食/其它
蘆筍蝦手卷,食/其它
麗芝士威化餅,食/其它
寶礦力水得,食/其它
糯香奶茶,食/其它
魔爪能量碳酸飲料,食/其它
魔爪碳酸能量飲,食/其它
鐵觀音烏龍茶,食/其它
鶴記茶凍奶茶,食/其它
鹽焦糖巧克力波堤,食/其它
燕麥奶拿鐵,食/其它
涼拌皮蛋豆腐,食/其它
【77】新貴派大格酥,食/其它
【cama cafe】私藏選豆系列－咖啡豆,食/其它
【cama cafe】尋豆師精選咖啡豆,食/其它
【HWC 黑沃咖啡】甄選系列-咖啡豆,食/其它
【illy】義大利經典咖啡豆/咖啡粉,食/其它
【Julius Meinl 小紅帽咖啡】品味級咖啡豆,食/其它
【Julius Meinl 小紅帽咖啡】尊爵級咖啡豆,食/其它
【LAVAZZA】ROSSA 紅牌咖啡豆,食/其它
【Simple Kaffa 興波咖啡】巫里水洗咖啡豆 淺焙,食/其它
【Simple Kaffa 興波咖啡】希達馬日曬咖啡豆 淺焙,食/其它
【STARBUCKS 星巴克】精選咖啡豆,食/其它
【江鳥咖啡】世界風情咖啡豆綜合風味,食/其它
【西雅圖】貝瑞斯塔咖啡豆,食/其它
【西雅圖】黃金綜合/早晨綜合咖啡豆,食/其它
【伯朗咖啡】伯朗精選咖啡豆,食/其它
【伯朗咖啡】咖啡嚐家咖啡豆橙光香映/榛曦巧郁/盛綻果宴,食/其它
【步昂咖啡】CQI杯測師嚴選 咖啡豆｜烘豆師嚴選經典咖啡豆,食/其它
【步昂咖啡】接單現烘 精品咖啡豆,食/其它
【豆穌朋】招牌綜合泡芙,食/其它
【豆穌朋】經典泡芙口味任選,食/其它
【紅豆食府】新年糖果六角小禮盒系列,食/其它
【美式賣場】STARBUCKS 星巴克 黃金烘焙綜合咖啡豆/早餐綜合咖啡豆,食/其它
【義大利金杯咖啡】女王咖啡豆深焙,食/其它
【愛之味】牛奶花生,食/油脂類
大豆沙拉油,食/油脂類
四乘六葵花瓜子,食/油脂類
奶油奶酥菠蘿油,食/油脂類
芝麻油,食/油脂類
芝麻粉,食/油脂類
芝麻醬,食/油脂類
烘焙南瓜子,食/油脂類
麻辣小魚花生,食/油脂類
萬歲牌和風堅果,食/油脂類
萬歲牌總匯點心包,食/油脂類
葵花油,食/油脂類
黑麻油,食/油脂類
瑪琪琳,食/油脂類
精緻牛油,食/油脂類
橄欖油,食/油脂類
葡萄籽油,食/油脂類
酪梨油,食/油脂類
椰子油,食/油脂類
開心果,食/油脂類
榛果,食/油脂類
亞麻仁油,食/油脂類
南瓜子,食/油脂類
葵花籽油,食/油脂類
大豆油,食/油脂類
山茶花油,食/油脂類
無鹽綜合堅果,食/油脂類
義大利冷壓初榨橄欖油,食/油脂類
無鹽奶油,食/油脂類
亞麻籽油,食/油脂類
清香葵花籽油,食/油脂類
核桃油,食/油脂類
純正花生油,食/油脂類
白脫油,食/油脂類
鴨油,食/油脂類
鵝油,食/油脂類
黃油,食/油脂類
植物奶油,食/油脂類
雞油,食/油脂類
植物起酥油,食/油脂類
烘焙用酥油,食/油脂類
純花生醬,食/油脂類
無鹽發酵奶油,食/油脂類
堅果油,食/油脂類
金黃牛油,食/油脂類
棕櫚油,食/油脂類
芥花油,食/油脂類
植物調和油,食/油脂類
紫蘇籽油,食/油脂類
杏仁油,食/油脂類
牛油果油,食/油脂類
生酮酥油,食/油脂類
原味杏仁,食/油脂類
無糖無鹽堅果包,食/油脂類
綜合莓果堅果混合包,食/油脂類
夏威夷豆,食/油脂類
巴西堅果,食/油脂類
小白杏仁,食/油脂類
綠茶味花生,食/油脂類
蜜糖開心果,食/油脂類
薑味腰果,食/油脂類
可可杏仁,食/油脂類
養生核桃,食/油脂類
薄鹽南瓜子,食/油脂類
甜辣口味花生,食/油脂類
蜜汁堅果,食/油脂類
黑糖腰果,食/油脂類
烘焙瓜子,食/油脂類
糖炒栗子,食/油脂類
原味松子,食/油脂類
維他命堅果,食/油脂類
香酥脆小魚花生,食/油脂類
和風芝麻堅果混合包,食/油脂類
印度風味腰果,食/油脂類
生酮綜合堅果,食/油脂類
鳳梨堅果乾,食/油脂類
養生五穀堅果飲,食/油脂類
日式味噌堅果包,食/油脂類
蜂蜜焦糖花生,食/油脂類
蔓越莓堅果混合包,食/油脂類
烘焙混合堅果,食/油脂類
花生酥,食/油脂類
【Macadamia】澳洲帶殼夏威夷火山豆,食/油脂類
【豆之家】翠果子-天天Bite綜合堅果,食/油脂類
【豆之家】翠果子｜天天Bite綜合堅果｜無調味｜膳食纖維｜植物蛋白質｜隨手包｜翠菓子,食/油脂類
【美式賣場】天六/傳六 二色綜合裝豆果子 什錦豆,食/油脂類
【盛香珍】無調味夏威夷豆,食/油脂類
【進口】特選帶殼夏威夷豆,食/油脂類
【臻御行】夏威夷豆,食/油脂類
【臻御行】量販大包裝 臻饌堅果六口味,食/油脂類
台農初農鮮蛋,食/蛋類
葡式蛋塔,食/蛋類
三福鮮奶油布蕾,食/蛋類
星—蒸蛋湯,食/蛋類
焦糖烤布蕾,食/蛋類
福德生活可可布蕾,食/蛋類
福德生活雞蛋布蕾,食/蛋類
原蛋,食/蛋類
日式溫泉蛋,食/蛋類
石安牧場溫泉蛋,食/蛋類
所長經典茶葉蛋,食/蛋類
紅殼雞蛋,食/蛋類
扇貝茶碗蒸,食/蛋類
富翁一級棒紅殼鮮雞蛋,食/蛋類
韓式蝦醬烘蛋,食/蛋類
土雞蛋,食/蛋類
皮蛋,食/蛋類
蛋白液,食/蛋類
鹹蛋黃,食/蛋類
雞蛋布丁,食/蛋類
荷包蛋,食/蛋類
牧場鮮雞蛋,食/蛋類
鹹香烤蛋捲,食/蛋類
蜂蜜牛奶蒸蛋,食/蛋類
黑胡椒溫泉蛋,食/蛋類
牛奶焦糖烤布蕾,食/蛋類
家常嫩滑蒸蛋,食/蛋類
鮮味扇貝蒸蛋盅,食/蛋類
鮮蛋白蒸布蕾,食/蛋類
奶香雞蛋布丁,食/蛋類
鹹香滷蛋,食/蛋類
濃郁起司烘蛋,食/蛋類
五香茶葉蛋,食/蛋類
松花皮蛋,食/蛋類
傳統紅殼雞蛋,食/蛋類
鹹鴨蛋,食/蛋類
麻辣鵪鶉蛋,食/蛋類
台式麻油煎蛋,食/蛋類
鮮香蒸蛋捲,食/蛋類
辣味醬滷蛋,食/蛋類
牧場現打全蛋液,食/蛋類
滑嫩牛奶蒸蛋羹,食/蛋類
石鍋蒸蛋,食/蛋類
金黃煎蛋,食/蛋類
起司焗烤蛋,食/蛋類
天然生蛋黃,食/蛋類
醇黑巧克力千層,食/穀類
培根蛋餅,食/穀類
元祖燒餃子,食/穀類
玉米水餃,食/穀類
小路蘋果蛋糕,食/穀類
水晶巧克力蛋糕,食/穀類
可可雲朵慕斯蛋糕,食/穀類
巧克力牛奶蛋糕,食/穀類
岩漿巧克力蛋糕,食/穀類
抹茶熔岩蛋糕,食/穀類
松露生巧克力蛋糕,食/穀類
法式千層蛋糕,食/穀類
無花果伯爵蛋糕,食/穀類
焦糖起司蛋糕,食/穀類
葡萄乾司康,食/穀類
經典起司蛋糕,食/穀類
諾曼地牛奶蛋糕,食/穀類
壽司大綜合,食/穀類
套餐腿庫飯,食/穀類
烤地瓜,食/穀類
現蒸地瓜,食/穀類
統一陽光糙米漿,食/穀類
QQ白米飯,食/穀類
日曬葡萄小土司,食/穀類
巧克力菠蘿,食/穀類
香蒜起司麵包,食/穀類
壹號醬炙烤牛飯糰,食/穀類
雙莓乳酪爆擊貝果,食/穀類
鹽蔥燒肉飯糰,食/穀類
一鍋燒-滑蛋嫩雞親子丼,食/穀類
大納言紅豆鬆餅,食/穀類
大飯糰辣醬魷魚,食/穀類
大飯糰韓式烤牛肉,食/穀類
﻿大飯糰韓式烤牛肉,食/穀類
小白鹽味飯糰,食/穀類
手工拔絲麵包,食/穀類
日式稻荷壽司,食/穀類
芝麻鐵觀音鬆餅,食/穀類
伯爵可可鬆餅,食/穀類
起司熱狗雙享麵包,食/穀類
陽光葡萄土司,食/穀類
熱狗麵包,食/穀類
醇濃黑巧鬆餅,食/穀類
濃抹茶麻吉麵包,食/穀類
藍莓夾心土司,食/穀類
刀削麵,食/穀類
三起司燻培根焗麵,食/穀類
丸龜製麵,食/穀類
大口美式牛肉堡飯糰,食/穀類
大玉成山東饅頭,食/穀類
大玉成麩皮饅頭,食/穀類
大玉成鮮肉包,食/穀類
大芝心海鮮比薩,食/穀類
飯糰辣醬魷魚,食/穀類
飯糰韓式豆芽烤牛肉,食/穀類
魯肉飯,食/穀類
大飄香魯肉飯,食/穀類
小麥粉,食/穀類
小龍蝦魚卵飯糰,食/穀類
小飄香魯肉飯,食/穀類
方型白吐司,食/穀類
方塊薯餅,食/穀類
日安可頌,食/穀類
日式蕎麥沾麵,食/穀類
日式蕎麥風味麵,食/穀類
日式燒肉堡,食/穀類
日式醬燒炒麵,食/穀類
木曜-秘製炸醬麵新極大飯糰,食/穀類
木曜麻辣小龍蝦新極大飯糰,食/穀類
爪哇咖哩飯,食/穀類
丹麥起司火腿,食/穀類
不倒翁Ｑ純麵條,食/穀類
古早味油蔥麵線,食/穀類
古早味乾麵,食/穀類
台酒花雕酸菜牛肉麵,食/穀類
台酒花雕雞麵,食/穀類
台酒紅標米酒麻油雞麵,食/穀類
台灣東利多丸龜製麵烏龍麵,食/穀類
夯馬鈴薯,食/穀類
巧克力丹麥鬆餅,食/穀類
本場讚岐烏龍麵,食/穀類
正逢義大利麵-長麵,食/穀類
﻿玉米鍋貼,食/穀類
石安牧場溏心蛋飯糰,食/穀類
光泉米漿,食/穀類
光泉紫米燕麥糙米漿,食/穀類
冰黑糖珍珠燕麥奶,食/穀類
好時-巧克力核桃歐式麵包,食/穀類
好時-愛餡大亨巧克力軟法,食/穀類
宇治金時鬆餅,食/穀類
有機小麥粉,食/穀類
有機全麥粉,食/穀類
有機越光米,食/穀類
有機裸麥土司,食/穀類
有機麩皮胚芽粉,食/穀類
朴大哥-泡菜燒肉三角飯糰,食/穀類
米果綜合果梅味,食/穀類
米堡薑汁燒肉,食/穀類
肉絲黃金蛋炒飯,食/穀類
肉鬆火腿三明治,食/穀類
芝麻鰹魚烏龍冷麵,食/穀類
老油條,食/穀類
佛卡夏-田園火腿,食/穀類
貝比馬鈴薯,食/穀類
良質米高雄,食/穀類
里肌百匯三明治,食/穀類
京都稻荷壽司,食/穀類
味王王子麵,食/穀類
呷七碗櫻花蝦炒炊粉,食/穀類
垂坤-海苔鬆餅,食/穀類
府城鹽水風味意麵,食/穀類
抹茶紅豆捲餡土司,食/穀類
招牌牛肉拉麵,食/穀類
招牌乾麵,食/穀類
招牌鍋貼,食/穀類
法吐蔬菜-火腿,食/穀類
法式里肌三明治,食/穀類
法式迷你羊角,食/穀類
法式香濃奶醬海鮮飯,食/穀類
牧場綜合披薩,食/穀類
茄汁海鮮義大利麵 ,食/穀類
阜杭豆漿-經典飯糰,食/穀類
青醬蛤蜊義大利麵,食/穀類
青醬雞肉燉飯 ,食/穀類
金脆雞棒腿便當,食/穀類
金黃波浪地瓜條,食/穀類
林聰明-雞肉飯飯糰,食/穀類
炙烤燒豚烤飯糰,食/穀類
炙燒明太子鮭魚飯糰,食/穀類
南義火辣牛哨子筆尖麵,食/穀類
哇沙米黃金魚卵海鮮飯糰,食/穀類
客製燕麥奶,食/穀類
屋台椒麻特製拉麵,食/穀類
屋台傳統味玉叉燒拉麵,食/穀類
星－板巧克力夾心土司,食/穀類
星－草莓夾心土司,食/穀類
星—明太子龍蝦風味沙拉飯糰,食/穀類
星—經典肉鬆飯糰,食/穀類
星—鮪魚飯糰,食/穀類
星—雞肉飯飯糰,食/穀類
星—北海道秋鮭親子飯糰,食/穀類
星—經典蜂蜜鬆餅,食/穀類
星—大口宮保雞丁飯糰,食/穀類
星—大口義式香草烤雞飯糰,食/穀類
星—大滿足香辣涼麵,食/穀類
星—大滿足麻醬涼麵,食/穀類
星—日式豬排佐咖哩歐姆蛋燴飯,食/穀類
星—台式麻醬涼麵,食/穀類
星—奶油培根義大利麵,食/穀類
星—白酒蛤蜊義大利麵,食/穀類
星—明太子乳香義大利麵,食/穀類
星—青醬雞肉義大利麵,食/穀類
星—金咖哩濃厚辛辣咖哩飯,食/穀類
星—炭香燒豚飯,食/穀類
星—炸醬炒泡麵,食/穀類
星—香草雞排佐白醬歐姆蛋燴飯,食/穀類
星—焗烤燻火腿筆尖麵,食/穀類
星—義式蒜炒雞腿排義大利麵,食/穀類
星—嘉義劉里長雞肉片飯,食/穀類
星—蕃茄肉醬義大利麵,食/穀類
