@relation ProcessedData

@attribute text string
@attribute class {衣/上身類,衣/下身類,衣/內著類,衣/其它,衣/長衣類,行/台鐵,行/自行車,行/汽車,行/其它,行/飛機,行/高鐵,行/機車,住/水,住/瓦斯,住/其它,住/電,其它,食/水果類,食/水產類,食/肉類/牛,食/肉類/羊,食/肉類/豬,食/肉類/雞,食/豆類,食/乳品類,食/其它,食/穀類,食/油脂類,食/蛋類,食/蔬菜類}

@data
'【 美式 賣場 】 KLIM 克寧 核桃 燕麥 牛乳',食/乳品類
'【 美式 賣場 】 紐麥福 全脂 保久乳',食/乳品類
'【 美式 賣場 】 雀巢 美祿 高鈣 可可 麥芽 牛奶',食/乳品類
'【 美式 賣場 】 福樂 黑芝麻 保久乳',食/乳品類
'【 美式 賣場 】 蜜蜂 工坊 蜂蜜 牛奶',食/乳品類
'【 高屏 羊乳 】 SGS 玻瓶 100\% 鮮羊乳',食/乳品類
'【 高屏 羊乳 】 SGS 玻瓶 巧克力 調味 羊乳',食/乳品類
'【 高屏 羊乳 】 SGS 玻瓶 果汁 調味 羊乳',食/乳品類
'【 高屏 羊乳 】 SGS 玻瓶 草莓 調味 羊乳',食/乳品類
'【 高屏 羊乳 】 SGS 玻瓶 麥芽 調味 羊乳',食/乳品類
'【 高屏 羊乳 】 SGS 玻瓶 營養 強化 羊乳',食/乳品類
'【 高屏 羊乳 】 SGS 綜合 羊乳',食/乳品類
'【 高屏 羊乳 】 SGS 玻瓶 巧克力 調味 牛奶',食/乳品類
'【 高屏 羊乳 】 SGS 玻瓶 綜合 牛奶',食/乳品類
'【 高屏 羊乳 】 SGS 玻瓶 鮮乳 牛奶',食/乳品類
'【 高屏 羊乳 】 SGS 玻瓶 蘋果 調味 牛奶',食/乳品類
'【 高屏 羊乳 】 台灣 好 系列 SGS 玻瓶 牛 鮮乳 牛奶',食/乳品類
'【 紐牧然 】 紐牧然 100\% 紐西蘭 鮮奶',食/乳品類
'【 紐麥福 】 保久乳',食/乳品類
'【 國農 】 保久乳 系列',食/乳品類
'【 國農 】 國農 牛乳 你 最 牛',食/乳品類
'【 極品 限定 】 巧克力 牛乳',食/乳品類
'【 極品 限定 】 高鈣 牛乳',食/乳品類
'【 極品 限定 】 蘋果 牛乳',食/乳品類
'【 統一 】 BODYTALK 高纖 低脂 牛乳 TPA',食/乳品類
'【 統一 】 Dr.Milker 極 鮮 乳 脂肪 無 調整',食/乳品類
'【 統一 】 Power Mate 可可 麥芽 牛奶',食/乳品類
'【 統一 】 統一 牛乳 原味 保久乳',食/乳品類
'【 統一 】 瑞穗 全脂 鮮乳',食/乳品類
'【 萬丹 】 保久乳',食/乳品類
'【 奧爾登堡 Oldenburger 】 奧爾登堡 全脂 牛乳',食/乳品類
'【 新 生活 】 100\% 羊乳 / 鮮乳',食/乳品類
'【 新 生活 】 100\% 鮮羊乳',食/乳品類
'【 新 生活 】 100\% 鮮乳',食/乳品類
'【 義美 】 牛乳 / 牛奶 / 保久乳',食/乳品類
'【 義美 】 保久乳',食/乳品類
'【 義美 】 原味 保久乳',食/乳品類
'【 福樂 】 100\% 生乳 保久乳',食/乳品類
'【 福樂 】 一 番 鮮 保久乳',食/乳品類
'【 福樂 】 巧克力 口味 保久乳',食/乳品類
'【 福樂 】 香蕉 口味 保久乳',食/乳品類
'【 福樂 】 高鈣 低脂 口味 保久乳',食/乳品類
'【 福樂 】 堅果 口味 保久乳',食/乳品類
'【 福樂 】 黑芝麻 保久乳 / 牛乳 / 牛奶',食/乳品類
'【 福樂 】 機能 保久乳 口味',食/乳品類
'【 福樂 】 機能 保久乳 鈣 多多 高 鈣',食/乳品類
'【 福樂 】 雙麥 牛乳',食/乳品類
'【 福樂 】 蘋果 口味 保久乳',食/乳品類
'【 嘉沛 鮮 】 綜合 羊乳',食/乳品類
'【 嘉沛 鮮羊乳 】 巧克力 調味 羊乳',食/乳品類
'【 嘉沛 鮮羊乳 】 初乳 蛋白 調味 羊乳',食/乳品類
'【 嘉沛 鮮羊乳 】 草莓 調味 羊乳',食/乳品類
'【 嘉沛 鮮羊乳 】 麥芽 調味 羊乳',食/乳品類
'【 嘉沛 鮮羊乳 】 綜合 羊乳',食/乳品類
'【 嘉沛 鮮羊乳 】 鮮 羊乳',食/乳品類
'【 韓味 不二 】 Binggrae 風味 牛奶',食/乳品類
'【 韓味 不二 】 Binggrae 韓國 人氣 國民 牛奶',食/乳品類
'【 鮮乳坊 】 100\% 生乳 保久乳',食/乳品類
'【 鮮乳坊 】 A2 β 酪蛋白 鮮乳',食/乳品類
'【 鮮乳坊 】 幸運兒 鮮乳',食/乳品類
'【 鮮乳坊 】 桂芳 鮮乳',食/乳品類
'【 鮮乳坊 】 許慶良 鮮乳',食/乳品類
'【 鮮乳坊 】 豐樂 鮮乳',食/乳品類
'【 戀 】 職人 原味 保久乳 / 牛乳',食/乳品類
'AB 草莓 優酪乳',食/乳品類
'AB 無 加 糖 優酪乳',食/乳品類
'AB 優酪乳',食/乳品類
'Base n U 高蛋白 可可 牛乳',食/乳品類
'Base n U 高蛋白 香蕉 牛乳',食/乳品類
'LCA 活菌 原味 發酵 乳',食/乳品類
'LCA 活菌 清爽 發酵乳',食/乳品類
'Lp33 機能 優酪乳',食/乳品類
'一 番 鮮 全脂 鮮乳',食/乳品類
'木瓜 牛奶 霜淇淋',食/乳品類
'牛奶 口味 霜淇淋',食/乳品類
'可可 牛奶',食/乳品類
'田園 純 牛奶',食/乳品類
'光泉 木瓜 牛乳',食/乳品類
'光泉杯 裝 麥芽 牛乳',食/乳品類
'光泉 高鈣 牛乳',食/乳品類
'光泉 富 維他 牛乳',食/乳品類
'光泉 無加糖 優酪乳',食/乳品類
'光泉 優質 蛋白 巧克力 牛奶',食/乳品類
'全家 Fami 霜淇淋',食/乳品類
'芋頭 牛奶 霜淇淋',食/乳品類
'即期品 【 KLIM 克寧 】 高 鈣 成長 牛乳',食/乳品類
'芭樂 霜淇淋',食/乳品類
'味全 原味 牛乳',食/乳品類
'味全 果汁 牛乳',食/乳品類
'杯裝 經典 117 咖啡 霜淇淋',食/乳品類
'金草莓 草莓 牛奶',食/乳品類
'金 蘋果 調味乳 蘋果 風味',食/乳品類
'金 蘋果 蘋果 牛奶 乳 飲品',食/乳品類
'林鳳營 全 脂 鮮乳',食/乳品類
'哈尼 午茉綠 霜淇淋',食/乳品類
'科克蘭 全 脂 鮮乳',食/乳品類
'桑葚 優格飲 減糖版',食/乳品類
'泰 濃郁 奶茶 風味 霜淇淋',食/乳品類
'莓果 穀物 優酪',食/乳品類
'蛋捲 冰淇淋',食/乳品類
'雪 比 無加 糖 生 優格',食/乳品類
'晶典 小品 黑糖 奶酪',食/乳品類
'焙 烏龍 鮮奶',食/乳品類
'統一 木瓜 牛奶',食/乳品類
'統一 木瓜 牛乳',食/乳品類
'統一 布丁 霜淇淋',食/乳品類
'統一 多多 牛奶',食/乳品類
'統一 多多 活菌 發酵乳 牛奶 口味',食/乳品類
'統一 多多 活菌 發酵 乳 草莓 口味',食/乳品類
'瑞穗 全脂 鮮奶',食/乳品類
'瑞穗 低脂 鮮乳',食/乳品類
'瑞穗 鮮奶 低脂',食/乳品類
'瑞穗 鮮乳 全脂',食/乳品類
'瑞穗 鮮乳 全脂 鮮乳',食/乳品類
'瑞穗 鮮乳 低脂',食/乳品類
'瑞穗 鮮乳 低脂 鮮乳',食/乳品類
'瑞穗 蘋果 牛奶',食/乳品類
'經典 117 咖啡 霜淇淋',食/乳品類
'福樂 Q果 葡萄 奇異果 優酪',食/乳品類
'福樂 一 番 鮮 鮮乳',食/乳品類
'福樂 超能 蛋白 營養 牛乳 堅果 可可',食/乳品類
'豐力富 全脂 鮮奶',食/乳品類
'蠟筆 小 新 風味 牛乳',食/乳品類
'【 cama cafe 】 私藏 選 豆 系列 咖啡豆',食/其它
'【 cama cafe 】 尋豆師 精選 咖啡豆',食/其它
'【 HWC 黑沃 咖啡 】 甄選 系列 咖啡豆',食/其它
'【 illy 】 義大利 經典 咖啡豆 / 咖啡粉',食/其它
'【 Julius Meinl 小紅帽 咖啡 】 品味級 咖啡豆',食/其它
'【 Julius Meinl 小紅帽 咖啡 】 尊爵級 咖啡豆',食/其它
'【 LAVAZZA 】 ROSSA 紅牌 咖啡豆',食/其它
'【 Simple Kaffa 興波 咖啡 】 巫里水 洗 咖啡豆 淺 焙',食/其它
'【 Simple Kaffa 興波 咖啡 】 希達馬 日曬 咖啡豆 淺 焙',食/其它
'【 STARBUCKS 星巴克 】 精選 咖啡豆',食/其它
'【 三多 】 金盞花 萃取物 含 葉黃素 複方 軟膠囊',食/其它
'【 光泉 】 午后 時光 阿薩姆 奶茶',食/其它
'【 江鳥 咖啡 】 世界 風情 咖啡豆 綜合 風味',食/其它
'【 西雅圖 】 貝瑞斯塔 咖啡豆',食/其它
'【 西雅圖 】 黃金 綜合 / 早晨 綜合 咖啡豆',食/其它
'【 伯朗 咖啡 】 伯朗 精選 咖啡豆',食/其它
'【 步昂 咖啡 】 接 單 現 烘 精品 咖啡豆',食/其它
'【 豆穌朋 】 招牌 綜合 泡芙',食/其它
'【 豆穌朋 】 經典 泡芙 口味',食/其它
'【 美式 賣場 】 STARBUCKS 星巴克 黃金 烘焙 綜合 咖啡豆',食/其它
'【 愛 之 味 】 健康油 切 分解 茶',食/其它
'【 義大利 金杯 咖啡 】 女王 咖啡豆 深 焙',食/其它
'AW 口香糖 極 酷',食/其它
'Homeal x 石二鍋 爆香 石頭鍋',食/其它
'KIRIN 冰 結 調酒 華麗 白葡萄',食/其它
'M&Ms 牛奶糖衣 巧克力',食/其它
'OREO 冰 炫風',食/其它
'三 起司 熱狗',食/其它
'中祥 地瓜酥 原味',食/其它
'元氣 有理 綜合 B 群',食/其它
'日本 大 雷神 巧克力 餅乾',食/其它
'日本 幸之香 草莓 迷你 泡芙',食/其它
'日式 巧克力 泡芙',食/其它
'比菲多 減 糖 纖維',食/其它
'牛奶 雪糕',食/其它
'卡士達 麻糬 泡芙',食/其它
'卡迪那 95 ° C 北海道 風味 薯條',食/其它
'卡迪那 德州 薯條 茄汁 口味',食/其它
'可口 奶滋 隨手 分享 包',食/其它
'可可布朗冰 炫風',食/其它
'巧克力 Q Q 球',食/其它
'巧克力 可可',食/其它
'巧克力 可可 碎片 奶',食/其它
'巧克力 威化餅',食/其它
'巧克力 軟 餅乾',食/其它
'巧克力 麻糬 泡芙',食/其它
'巧 酥 白 巧克力 雪糕',食/其它
'札幌 味噌鍋',食/其它
'玉米 濃湯',食/其它
'生 巧克力派',食/其它
'白葡萄 QQ 糖 巧克力 球',食/其它
'北海道 牛奶 巧 酥 雪糕',食/其它
'肉球 葡萄 波堤',食/其它
'自然 主意 米厘 胡椒 蔥 蘇打餅',食/其它
'自然 主意 奇亞籽 鑽石鹽 藍藻 蔥餅',食/其它
'伯爵 可可奶 蓋 雪糕',食/其它
'伯爵 核桃 軟 餅 乾片',食/其它
'杜 老爺 脆 皮 巧克',食/其它
'阿奇儂 X 鮮乳坊 白 巧克力 戀乳 雪糕',食/其它
'阿奇儂 雪糕',食/其它
'岩燒 海苔 洋芋片',食/其它
'昂舒 巴黎 伯爵 奶蓋 泡芙',食/其它
'波力 小隊 棉花糖',食/其它
'波士頓 提拉米蘇',食/其它
'波的多 洋芋片 蚵仔 煎 辣味 口味',食/其它
'金黃 芝士 熱狗',食/其它
'易口 舒勁爽 薄荷錠',食/其它
'保力達 檸檬 —C片',食/其它
'勇伯 地瓜酥 原味',食/其它
'品客 大阪 章魚燒',食/其它
'品 客 手羽 先 風味',食/其它
'哈瑞寶 鈕扣 Q 軟糖',食/其它
'政泰 無 籽 冰心 話梅',食/其它
'活益 比 菲多 減 糖 配方',食/其它
'活益 比 菲多 綠茶 多酚',食/其它
'草莓 巧克力 波堤',食/其它
'香草 卡士達 泡芙',食/其它
'香濃 牛奶鍋',食/其它
'香濃 叻沙鍋',食/其它
'香濃 蒜味鍋',食/其它
'原味 肉肉鍋',食/其它
'家常 起司 隨口 脆',食/其它
'脆脆 巧克力 波堤',食/其它
'起司 Q彈球',食/其它
'起司 牛奶鍋',食/其它
'張君雅 五香 海苔',食/其它
'張君雅 日式 串燒',食/其它
'盛 香珍 花生 煎餅',食/其它
'盛 香珍 海鹽 焦糖 千層酥',食/其它
'森永 果汁 果實 冰',食/其它
'森永 嗨啾 軟糖',食/其它
'椒麻 香辣 熱狗',食/其它
'極品 限定 巧克力',食/其它
'極 酷 嗆 涼 冰 炫 薄荷包',食/其它
'極 酷 嗆 涼 重量包',食/其它
'無 籽 冰梅 肉',食/其它
'統一 生機 新纖 蕎麥餅',食/其它
'統一 香腸 蒜味',食/其它
'統一 麥香 奶茶',食/其它
'黑森林 波士頓派',食/其它
'奧利奧奇寶 巧克力 雙',食/其它
'奧利奧 原味 夾心 餅乾',食/其它
'新貴派 花生',食/其它
'煙燻 鮭魚 光合 沙拉',食/其它
'經典 原味 熱狗',食/其它
'經典 原味鍋',食/其它
'經典 黑 炫 牛奶 酷 繽沙',食/其它
'義美 葡萄 QQ 糖 巧克球',食/其它
'樺達 硬喉糖',食/其它
'蜜糖 巧克力 波堤',食/其它
'酸奶 洋蔥 爆米花',食/穀類
酸辣湯,食/其它
'養樂多 300 發酵',食/其它
'黎花院 蘇打餅 泡菜 風味',食/其它
'樂事 九州 岩燒 海苔 洋芋片',食/其它
'樂事 自然 美味 海鹽 口味 洋芋片',食/其它
'樂事 自然 美味 薄切 地瓜 原味',食/其它
'樂事 美國 經典 原味 洋芋片',食/其它
'橋村 辣醬 熱狗',食/其它
'鮮乳 脆皮 泡芙',食/其它
'龍角 散喉糖',食/其它
'麗 芝士 威化餅',食/其它
'鹽焦糖 巧克力 波堤',食/其它
'【 OOHA 】 氣泡飲 水蜜桃 烏龍茶 易開罐',食/其它
'【 OOHA 】 氣泡飲 柚子 海鹽 易開罐',食/其它
'【 OOHA 】 氣泡飲 檸檬 蜂蜜 口味 易開罐',食/其它
'【 PH 9.0 】 鹼性 離子 水',食/其它
'【 日本 北海道 】 黑豆茶',食/豆類
'【 家家 生醫 】 七日 孅 港式 奶茶',食/其它
'【 家家 生醫 】 七 日 孅蜜桃 紅茶',食/其它
'Energy Time 機能 凍飲 元氣 PLUS',食/其它
'Energy Time 機能 凍飲 電解質 PLUS',食/其它
'FIJI 斐濟 天然 礦泉水',食/其它
'FIN 補給 飲料',食/其它
'FMC 天然水',食/其它
'FMC 日月潭 紅玉 紅茶',食/其它
'FMC 古早味 紅茶',食/其它
'FMC 四 季 春 青茶',食/其它
'FMC 旨味 日式 綠',食/其它
'FMC 芒果 冰茶',食/其它
'FMC 玫瑰 蜂蜜 水',食/其它
'FMC 金萱 二十七',食/其它
'FMC 葡萄柚 綠茶',食/其它
'FMC 蜂蜜 水',食/其它
'FMC 翡翠 檸檬茶',食/其它
'FMC 樂多 綠茶',食/其它
'FMC 橙柚 百香 綠茶',食/其它
'FMC 濃醇 馥列白',食/其它
'FMC 薰衣草 蜂蜜 水',食/其它
'FMC 檸檬 氣泡水',食/其它
'FMC 鹼性 離子 水',食/其它
'KIRIN 午後 紅茶 奶茶',食/其它
'OG 柳橙 綠茶',食/其它
'PH 9.0 鹼性 離子 水',食/其它
'SCR 小農 雪點 鮮 奶茶',食/其它
'SL 莊園 拿鐵',食/其它
'YOI 鹼性 水',食/其它
'一 本 有機 石榴 紅 康普茶',食/其它
'一 番 抹茶 鮮 奶茶',食/其它
'三得利 白色 沙瓦',食/其它
'三得利 微 醉 雞尾酒 梅酒 蘇打',食/其它
'大臣賞 冠軍 茶匠 焙茶 鮮奶茶',食/其它
'小農 雪點 鮮 奶茶',食/其它
'午后 時光 重 乳 可可 奶茶',食/其它
'午后 時光 重 乳奶茶',食/其它
'午后 時光 重 乳 茉莉 綠 奶茶',食/其它
'太妃 奶茶',食/其它
'手 採 紅茶',食/其它
'日本 DYDO 世界 一 無糖 黑 咖啡',食/其它
'水語 乳酸菌 飲料',食/其它
'水蠻牛 維他命 B 補給 飲料',食/其它
'古早味 濃 紅茶',食/其它
'古道 梅子 綠茶瓶',食/其它
'可口 雪碧',食/其它
'可可 紅茶',食/其它
'可可 脆片 莎莎',食/其它
可可瑪奇朵,食/其它
可可歐雷,食/其它
'可 爾必思',食/其它
可樂,食/其它
'台啤 微醺 芭樂 蓮霧',食/其它
'台鹽 海洋 鹼性 水',食/其它
'台鹽 海洋 鹼性 離子 水',食/其它
'四 季 春青 茶',食/其它
'奶蓋 烏龍茶',食/其它
'左岸 咖啡館 奶茶',食/其它
'左岸 咖啡館 拿鐵 咖啡',食/其它
'左岸 咖啡館 無 加 糖 拿鐵',食/其它
'左岸 咖啡館 無 加 糖 拿鐵 咖啡',食/其它
'左岸 無 加 糖 拿鐵',食/其它
'巧克力 可可 歐蕾',食/其它
'甘蔗 菁茶',食/其它
'甘蔗 綠茶',食/其它
'生活 芒果泥 紅茶',食/其它
'生活 泡沫 綠茶',食/其它
'白玉 歐蕾',食/其它
'立頓 奶茶',食/其它
'立頓 巧克力 奶',食/其它
'立頓 英式 奶茶',食/其它
'立頓 原味 奶茶',食/其它
'立頓 琥珀 紅茶',食/其它
'仲夏 芒果 冰沙',食/水果類
'伊藤園 綠茶',食/其它
'光泉 冰釀 紅茶',食/其它
'光泉 茉香 柚茶',食/其它
'光泉 茉莉 茶園 蜜茶',食/其它
'光泉 茉莉 蜜茶',食/其它
'光泉 蘋果 紅茶',食/其它
'冰 蜂蜜 奶茶',食/其它
'冰 蜜柚 紅茶',食/其它
'冰鎮 芭樂 綠茶',食/其它
'冰鎮 葡萄 鮮 冰茶',食/其它
'冰鎮 檸檬 紅茶',食/其它
'吃 果籽 檸檬 愛玉 吸 凍飲',食/其它
'多 喝水 鹼性 竹炭 水',食/其它
'早 美 紅茶',食/其它
'百事 可樂',食/其它
'百香果 綠茶',食/其它
'百 香 翡翠 冰茶',食/其它
'百 香 綠茶',食/其它
'芒果 綠茶',食/其它
'芝士 奶蓋 春 烏龍',食/其它
'芝士 奶蓋 焙 烏龍',食/其它
'老實人 紅茶',食/其它
'伯朗 絲絨 奶茶',食/其它
'每 朝 健康 綠茶',食/其它
'每 朝 健康 雙纖 綠茶',食/其它
'芭樂 檸檬 綠茶',食/其它
'貝納頌特濃 拿鐵',食/其它
'阿里山 金萱',食/其它
'阿里山 蜜柚 烏龍',食/其它
'阿華田 拿鐵',食/其它
'冷 泡茶 冰 釀 烏龍',食/其它
'味丹 冬瓜 茶',食/其它
'味丹 多 喝水',食/其它
'味丹 青草茶',食/其它
'咖啡 拿鐵',食/其它
'岩紅厚 奶茶',食/其它
'招牌 紅 奶茶',食/其它
'旺家 補給 水飲',食/其它
'果漾 蘋果 風味 蘇打 飲料',食/其它
'油切 蕎麥茶',食/其它
'波蜜 極品 紅茶',食/其它
'玫瑰蜜 香茶 那堤',食/其它
'英式 奶茶',食/其它
'英式 奶綠',食/其它
'英式 紅茶',食/其它
'茉莉卡布奇諾 全糖',食/其它
'茉莉 茶園 金橙 紅柚 茉莉 茶',食/其它
'茉莉 茶園 蜜茶',食/其它
'茉莉 茶園 蜜蘋 香橙 伯爵 茶',食/其它
'青檸 烏龍',食/其它
'金牌 台灣 啤酒',食/其它
'金蜜 紅茶',食/其它
'南投 翠峰 冷泡茶',食/其它
'思樂 冰',食/其它
'星巴克 咖啡',食/其它
'珍珠 奶茶',食/其它
'珍珠 芝麻 歐蕾',食/其它
'珍珠 紅茶 拿鐵',食/其它
'珍珠 椰果 四 季 春',食/其它
'皇家 拿鐵',食/其它
'﻿ 紅牛 能量 飲料',食/其它
'紅玉 紅茶',食/其它
'紅玉 茶香 那 堤',食/其它
'紅茶 花 伝 皇家 紅',食/其它
'紅茶 拿鐵',食/其它
'美式 冰 咖啡',食/其它
'美式 黑 咖啡',食/其它
'柳丁 綠茶',食/其它
'柳橙 檸檬 綠茶',食/其它
'茶裏王 日式 無糖 綠茶',食/其它
'茶裏王 日式 綠茶',食/其它
'茶裏王 台式 綠茶',食/其它
'茶 裏 王 伯爵 紅茶',食/其它
'茶 裏王 英式 紅茶',食/其它
'健酪 乳酸 原味',食/其它
'健酪 乳酸 飲料',食/其它
'原味 本 舖 麥仔茶',食/其它
'原萃 日式 綠茶',食/其它
'原萃 冷萃 日式 深 蒸 綠茶',食/其它
'原 萃 冷 萃 春笠 青茶',食/其它
'原萃 烏龍茶',食/其它
'原萃 綠茶 玉露',食/其它
'原萃 錫蘭 無糖 紅茶',食/其它
'原萃 鐵觀音',食/其它
'夏日 冰柚 冷 萃',食/其它
'悅氏 麥仔茶',食/其它
'悅氏 礦泉水',食/其它
'拿鐵 咖啡',食/其它
'拿鐵 鮮奶 咖啡',食/其它
'泰山 仙草蜜',食/其它
'泰山 冰鎮 水果',食/其它
'泰山 冰鎮 葡萄 鮮 冰 茶',食/其它
'泰山 冰鎮 檸檬 紅',食/其它
'泰山 純水',食/其它
'泰勒 伯爵 鮮 奶茶',食/其它
'特選 馥郁 那堤',食/其它
'特濃 經典 拿鐵',食/其它
'粉角 冬瓜 茶',食/其它
'粉角 紅茶',食/其它
'粉粿 黑糖 奶茶',食/其它
'純喫茶 芭樂 綠茶',食/其它
'純喫茶 紅茶',食/其它
'純喫茶 綠茶',食/其它
'純喫茶 鮮 柚 綠茶',食/其它
'純喫茶 檸檬 綠茶',食/其它
'高山 烏龍茶',食/其它
高粱酒,食/其它
'烈日 火山 紅茶',食/其它
'雀巢 茶品 檸檬茶',食/其它
'麥香 錫蘭 奶茶',食/其它
'御茶園 冰釀 麥萃 麥茶',食/其它
'御茶園 冰釀 綠茶',食/其它
'御茶園 特 上 紅茶',食/其它
'御茶園 特 撰 日式 綠茶',食/其它
'御茶園 特 撰 冰釀 綠茶',食/其它
'御茶園 麥萃 麥茶',食/其它
'御茶園 極 生 茶',食/其它
'斯里蘭卡 錫蘭 紅茶',食/其它
'晶英 藥膳 排骨湯',食/其它
'最 完美 手沖 泰奶',食/其它
'椪糖 奶霜 紅茶',食/其它
'焙茶 拿鐵',食/其它
'焙 烏龍 奶茶',食/其它
'焦香 椪糖 四 季 春',食/其它
'統一 PH 9‧0 鹼性 離子 水',食/其它
'統一 PH9 鹼性 離子 水',食/其它
'統一 UNI water 純水',食/其它
'舒跑 Energy 能量 飲料',食/其它
'舒跑 運動 飲料',食/其它
'舒跑 鹼性 離子 水',食/其它
'飲冰室 茶 集 烏龍 奶茶',食/其它
'飲冰室 茶集 綠奶茶',食/其它
'黃金 蕎麥 奶茶',食/其它
'黑丸 古早味 紅茶凍',食/其它
'黑 面 蔡 古早 紅茶',食/其它
'黑糖 珍珠 撞 奶',食/其它
'微 醉 白色 沙瓦 雞尾酒',食/其它
'微 醉 乳酸 雞尾酒',食/其它
'經典 五桐茶',食/其它
'經典 台灣 啤酒',食/其它
'義美 仙草 甘茶',食/其它
'義美 無糖 台灣 四 季 春',食/其它
'義美 錫蘭 紅茶',食/其它
'蜂蜜 紅茶',食/其它
'蜂蜜 茶',食/其它
'蜂蜜 烏龍茶',食/其它
'蜂蜜 檸檬',食/其它
'誠意 奶茶',食/其它
'農搾 芭樂 綜合 飲',食/其它
'農搾 柳丁 綜合 果茶',食/其它
'農搾 檸檬 飲',食/其它
'零卡 可樂',食/其它
'福吉 茶 那堤',食/其它
'樺達 奶茶',食/其它
'蜜柚 紅茶',食/其它
'蜜蜂 故事館 蜂蜜 檸檬水',食/其它
'養樂多 青茶',食/其它
'鳳梨 煎茶',食/其它
'綠茶 凍 五桐 奶茶',食/其它
'綠茶 擂茶',食/其它
'精選 英式 紅拿',食/其它
'熟成 紅茶 歐蕾',食/其它
'熟 稱 歐蕾',食/其它
'熱厚 濃 靜岡 抹茶 拿鐵',食/其它
'熱 黑糖 珍珠 撞 奶',食/其它
'醇濃 抹茶 那堤',食/其它
'濃萃 美式 冰 咖啡',食/其它
'濃萃 拿鐵 冰 咖啡',食/其它
'濃韻 烏龍茶',食/其它
'燒 仙草',食/其它
'錫蘭 紅茶',食/其它
'韓樂 燒酒',食/其它
'檸檬 春 烏龍',食/其它
'檸檬 紅茶',食/其它
'檸檬 風味 紅茶',食/其它
'寶礦力 水 得',食/其它
'糯香 奶茶',食/其它
'魔爪 能量 碳酸 飲料',食/其它
'魔爪 碳酸 能量飲',食/其它
'鐵觀音 烏龍茶',食/其它
'鶴記 茶 凍 奶茶',食/其它
'【 AgriLIFE 】 有機 冷壓 初 榨 椰子油',食/油脂類
'【 ALIANZA 】 艾利安莎 西班牙 原裝 進口 酪梨油',食/油脂類
'【 ALIANZA 】 西班牙 特級 冷壓 初 榨 橄欖油',食/油脂類
'【 BASSO 巴碩 】 純 天然 玄米油',食/油脂類
'【 BASSO 巴碩 】 義大利 純 天然 葵花油',食/油脂類
'【 BASSO 巴碩 】 義大利 純 天然 酪梨油',食/油脂類
'【 BASSO 巴碩 】 義大利 頂級 黃金 100\% 純 芥花油',食/油脂類
'【 BIOES 囍瑞 】 特級 100\% 純 葡萄籽油',食/油脂類
'【 BIOES 囍瑞 】 純級 100\% 純 橄欖油',食/油脂類
'【 BIOES 囍瑞 】 瑪依娜 有機 冷壓 初 榨 特級 橄欖油',食/油脂類
'【 BIOES 囍瑞 】 瑪依娜 嚴選 100\% 冷壓 初榨 特級 橄欖油',食/油脂類
'【 Co Co Care 】 100\% 冷壓 初 榨 椰子油',食/油脂類
'【 Coosur 山富 】 玄米油',食/油脂類
'【 Coosur 山富 】 冷壓 特級 初 榨 橄欖油',食/油脂類
'【 Enya 】 西班牙 原裝 進口 酪梨油',食/油脂類
'【 Good Some 好 東西 】 西班牙 原裝 進口 酪梨油',食/油脂類
'【 LA Espanola 萊瑞 】 100\% 原裝 進口 玄米油',食/油脂類
'【 Macadamia 】 澳洲 帶 殼 夏威夷 火山豆',食/油脂類
'【 Melvita 蜜葳特 】 人氣 摩洛哥 堅果油',食/油脂類
'【 Melvita 蜜葳特 】 玫瑰果油',食/油脂類
'【 Melvita 蜜葳特 】 玫瑰 摩洛哥 堅果油',食/油脂類
'【 Melvita 蜜葳特 】 摩洛哥 堅果油',食/油脂類
'【 Olitalia 奧利塔 】 玄米油',食/油脂類
'【 Olitalia 奧利塔 】 超值 純 橄欖油',食/油脂類
'【 Olitalia 奧利塔 】 純 橄欖油',食/油脂類
'【 Olitalia 奧利塔 】 超值 樂活 玄米油',食/油脂類
'【 Repava 芮培菈 】 100\% 純 玫瑰 果油',食/油脂類
'【 Vita 】 美國 原裝 進口 酪梨油',食/油脂類
'【 Wedar 薇達 】 超臨界 沙棘油',食/油脂類
'【 大研 生醫 】 德國 DHA 80\% 兒童 魚油',食/油脂類
'【 大研 生醫 】 德國 頂級 魚油',食/油脂類
'【 百年堂 】 純 100\% 冷壓 黃金 苦茶油',食/油脂類
'【 豆 之 家 】 翠果子 天天 Bite 綜合 堅果',食/油脂類
'【 豆 之 家 】 翠果子 天天 Bite 綜合 堅果 無 調味',食/油脂類
'【 果子樹 - 有 辛仁 】 五德川 辣果油 - 川味 堅果 拌醬',食/油脂類
'【 法奇歐尼 】 義大利 經典 特級 冷壓 初 榨 橄欖油',食/油脂類
'【 金椿 茶油 工坊 秋樂富 油品 】 大果 苦茶油',食/油脂類
'【 金椿 茶油 工坊 】 金花 小 菓 苦茶花籽油',食/油脂類
'【 金椿 茶油 工坊 】 紅花 大 菓 苦茶花 籽油',食/油脂類
'【 金椿 茶油 工坊 】 紫蘇籽油',食/油脂類
'【 美式 賣場 】 天六 / 傳六 二 色 綜合 裝 豆果子 什錦豆',食/油脂類
'【 耕沅 Geng Yuan Oil 】 耕沅 100\% 冷壓 壓榨 苦茶油',食/油脂類
'【 得意 的 一 天 】 100\% 純 芥花油',食/油脂類
'【 得意 的 一 天 】 100\% 葵花油',食/油脂類
